Category,Subcategory,countryISO3,region_code,population,hoursPerDayCombined,uncertaintyCombined,dataStatus,dataStatusEconomic
Deliberate neural restructuring,Religious practice,BDI,AF_E,9844301.0,0.15,0.153438951155259,interpolated,observed
Organization,Human transportation,BDI,AF_E,9844301.0,0.98,1.038900224406397,interpolated,observed
Organization,Material transportation,BDI,AF_E,9844301.0,0.25,0.07643700196130328,interpolated,observed
Organization,Allocation,BDI,AF_E,9844301.0,0.49,0.1448889297245464,interpolated,observed
Experience oriented,Social,BDI,AF_E,9844301.0,0.93,0.5942371127383435,interpolated,observed
Experience oriented,Active recreation,BDI,AF_E,9844301.0,0.39,0.10018195825332422,interpolated,observed
Experience oriented,Meals,BDI,AF_E,9844301.0,1.88,1.2620995678166318,interpolated,observed
Experience oriented,Passive,BDI,AF_E,9844301.0,2.25,1.8155632578159637,interpolated,observed
Experience oriented,Interactive,BDI,AF_E,9844301.0,1.1,0.35084706555625106,interpolated,observed
Food provision,Food preparation,BEL,EU_W,10938735.0,0.78,0.0008161599493135055,observed,observed
Food provision,Food growth & collection,BEL,EU_W,10938735.0,0.09,0.00015633429489558083,observed,observed
Food provision,Food processing,BEL,EU_W,10938735.0,0.05,9.319051221294645e-05,observed,observed
Nonfood provision,Materials,BEL,EU_W,10938735.0,0.01,2.3058400785336243e-06,observed,observed
Nonfood provision,Energy,BEL,EU_W,10938735.0,0.02,1.2946593713376166e-05,observed,observed
Technosphere modification,Infrastructure,BEL,EU_W,10938735.0,0.05,0.000246290597272744,observed,observed
Technosphere modification,Buildings,BEL,EU_W,10938735.0,0.19,0.0013234966834799805,observed,observed
Technosphere modification,Artifacts,BEL,EU_W,10938735.0,0.33,0.003361744844031532,observed,observed
Maintenance of surroundings,Inhabited environment,BEL,EU_W,10938735.0,0.97,0.0008671345390365882,observed,observed
Somatic maintenance,Sleep & bedrest,BEL,EU_W,10938735.0,8.91,0.1406687116317515,observed,observed
Maintenance of surroundings,Waste management,BEL,EU_W,10938735.0,0.01,4.80265134392128e-06,observed,observed
Somatic maintenance,Physical child care,BEL,EU_W,10938735.0,0.2,0.00014190126269550375,observed,observed
Somatic maintenance,Health care,BEL,EU_W,10938735.0,0.19,0.0010678137499485136,observed,observed
Somatic maintenance,Hygiene & grooming,BEL,EU_W,10938735.0,0.92,0.0015193453362070913,observed,observed
Deliberate neural restructuring,Schooling & research,BEL,EU_W,10938735.0,0.97,0.0019098190181605324,observed,observed
Deliberate neural restructuring,Religious practice,BEL,EU_W,10938735.0,0.09,3.301179019875707e-05,observed,observed
Organization,Human transportation,BEL,EU_W,10938735.0,1.01,0.0018316677760519752,observed,observed
Organization,Material transportation,BEL,EU_W,10938735.0,0.32,0.0016011517769192734,observed,observed
Organization,Allocation,BEL,EU_W,10938735.0,1.13,0.014611400948767604,observed,observed
Experience oriented,Social,BEL,EU_W,10938735.0,0.7,0.0028769405322929195,observed,observed
Experience oriented,Active recreation,BEL,EU_W,10938735.0,0.58,0.00032883188662824334,observed,observed
Experience oriented,Meals,BEL,EU_W,10938735.0,1.89,0.0078606736485215,observed,observed
Experience oriented,Passive,BEL,EU_W,10938735.0,3.31,0.012149349458356794,observed,observed
Experience oriented,Interactive,BEL,EU_W,10938735.0,1.28,0.0012543978992004645,observed,observed
Food provision,Food preparation,BEN,AF_W,8902134.0,0.79,0.0052603299493364005,observed,observed
Food provision,Food growth & collection,BEN,AF_W,8902134.0,0.93,0.15979444754492328,observed,observed
Food provision,Food processing,BEN,AF_W,8902134.0,0.04,1.6456274951160773e-05,observed,observed
Nonfood provision,Materials,BEN,AF_W,8902134.0,0.14,0.00350911145498936,observed,observed
Nonfood provision,Energy,BEN,AF_W,8902134.0,0.05,0.000361257841241519,observed,observed
Technosphere modification,Infrastructure,BEN,AF_W,8902134.0,0.02,0.00012199538496585188,observed,observed
Technosphere modification,Buildings,BEN,AF_W,8902134.0,0.05,0.0005483648817454604,observed,observed
Technosphere modification,Artifacts,BEN,AF_W,8902134.0,0.29,0.016881737740879556,observed,observed
Maintenance of surroundings,Inhabited environment,BEN,AF_W,8902134.0,0.63,0.0025247073989856997,observed,observed
Somatic maintenance,Sleep & bedrest,BEN,AF_W,8902134.0,10.01,0.6300511477390861,observed,observed
Maintenance of surroundings,Waste management,BEN,AF_W,8902134.0,0.0,0.0,observed,observed
Somatic maintenance,Physical child care,BEN,AF_W,8902134.0,0.22,0.0004715807280857783,observed,observed
Somatic maintenance,Health care,BEN,AF_W,8902134.0,0.01,3.7012839891120185e-05,observed,observed
Somatic maintenance,Hygiene & grooming,BEN,AF_W,8902134.0,0.93,0.004940618173483346,observed,observed
Deliberate neural restructuring,Schooling & research,BEN,AF_W,8902134.0,1.12,0.0073038896986515585,observed,observed
Deliberate neural restructuring,Religious practice,BEN,AF_W,8902134.0,0.32,0.0006229163967582233,observed,observed
Organization,Human transportation,BEN,AF_W,8902134.0,0.86,0.007227841642210539,observed,observed
Organization,Material transportation,BEN,AF_W,8902134.0,0.35,0.00593388186617304,observed,observed
Organization,Allocation,BEN,AF_W,8902134.0,0.89,0.10496379510339558,observed,observed
Experience oriented,Social,BEN,AF_W,8902134.0,1.27,0.008080405186528906,observed,observed
Experience oriented,Active recreation,BEN,AF_W,8902134.0,0.25,0.0005827559380149,observed,observed
Experience oriented,Meals,BEN,AF_W,8902134.0,1.3,0.0085056713622003,observed,observed
Experience oriented,Passive,BEN,AF_W,8902134.0,2.53,0.026282365463472727,observed,observed
Experience oriented,Interactive,BEN,AF_W,8902134.0,0.99,0.0053931054404125,observed,observed
Food provision,Food preparation,BFA,AF_W,17586029.0,0.66,0.18835556423846841,interpolated,observed
Food provision,Food growth & collection,BFA,AF_W,17586029.0,0.63,0.05125501958123025,interpolated,observed
Food provision,Food processing,BFA,AF_W,17586029.0,0.01,0.0061801677696063,interpolated,observed
Nonfood provision,Materials,BFA,AF_W,17586029.0,0.41,0.012139971677544365,interpolated,observed
Nonfood provision,Energy,BFA,AF_W,17586029.0,0.09,0.002926629878624021,interpolated,observed
Technosphere modification,Infrastructure,BFA,AF_W,17586029.0,0.04,0.00022159767262695427,interpolated,observed
Technosphere modification,Buildings,BFA,AF_W,17586029.0,0.1,0.012343624427725854,interpolated,observed
Technosphere modification,Artifacts,BFA,AF_W,17586029.0,0.46,0.026301201998186204,interpolated,observed
Maintenance of surroundings,Inhabited environment,BFA,AF_W,17586029.0,0.62,0.18214468838707495,interpolated,observed
Somatic maintenance,Sleep & bedrest,BFA,AF_W,17586029.0,8.83,1.4426316795511047,interpolated,observed
Maintenance of surroundings,Waste management,BFA,AF_W,17586029.0,0.02,9.051819664919854e-05,interpolated,observed
Somatic maintenance,Physical child care,BFA,AF_W,17586029.0,0.3,0.06299212073123964,interpolated,observed
Somatic maintenance,Health care,BFA,AF_W,17586029.0,0.24,0.043376632577914326,interpolated,observed
Somatic maintenance,Hygiene & grooming,BFA,AF_W,17586029.0,0.97,0.10645563604077306,interpolated,observed
Deliberate neural restructuring,Schooling & research,BFA,AF_W,17586029.0,1.28,0.2867265743816657,interpolated,observed
Deliberate neural restructuring,Religious practice,BFA,AF_W,17586029.0,0.25,0.15325292868360255,interpolated,observed
Organization,Human transportation,BFA,AF_W,17586029.0,0.95,0.1266233496041592,interpolated,observed
Organization,Material transportation,BFA,AF_W,17586029.0,0.16,0.042110919974766126,interpolated,observed
Organization,Allocation,BFA,AF_W,17586029.0,0.87,0.13062398340515452,interpolated,observed
Experience oriented,Social,BFA,AF_W,17586029.0,1.55,0.593445878707132,interpolated,observed
Experience oriented,Active recreation,BFA,AF_W,17586029.0,0.44,0.09911643840793936,interpolated,observed
Experience oriented,Meals,BFA,AF_W,17586029.0,1.59,0.3498598373451376,interpolated,observed
Experience oriented,Passive,BFA,AF_W,17586029.0,2.33,0.9167907236128482,interpolated,observed
Experience oriented,Interactive,BFA,AF_W,17586029.0,1.2,0.35007555568947385,interpolated,observed
Food provision,Food preparation,BGD,AS_S,159685421.0,1.18,0.18595561708883462,interpolated,observed
Food provision,Food growth & collection,BGD,AS_S,159685421.0,0.84,0.0483869494681767,interpolated,observed
Food provision,Food processing,BGD,AS_S,159685421.0,0.1,0.006484743922178034,interpolated,observed
Nonfood provision,Materials,BGD,AS_S,159685421.0,0.04,0.0011598309413941123,interpolated,observed
Nonfood provision,Energy,BGD,AS_S,159685421.0,0.02,0.0021882245678585426,interpolated,observed
Technosphere modification,Infrastructure,BGD,AS_S,159685421.0,0.02,4.286569342580346e-05,interpolated,observed
Technosphere modification,Buildings,BGD,AS_S,159685421.0,0.14,0.012366370056149269,interpolated,observed
Technosphere modification,Artifacts,BGD,AS_S,159685421.0,0.36,0.01848720514133049,interpolated,observed
Maintenance of surroundings,Inhabited environment,BGD,AS_S,159685421.0,0.73,0.18136327526547763,interpolated,observed
Somatic maintenance,Sleep & bedrest,BGD,AS_S,159685421.0,9.49,0.9778074442429884,interpolated,observed
Maintenance of surroundings,Waste management,BGD,AS_S,159685421.0,0.0,3.610530883438936e-05,interpolated,observed
Somatic maintenance,Physical child care,BGD,AS_S,159685421.0,0.27,0.06265918631844436,interpolated,observed
Somatic maintenance,Health care,BGD,AS_S,159685421.0,0.05,0.043385625567962466,interpolated,observed
Somatic maintenance,Hygiene & grooming,BGD,AS_S,159685421.0,1.23,0.10463397861938775,interpolated,observed
Deliberate neural restructuring,Schooling & research,BGD,AS_S,159685421.0,1.32,0.2818351594006038,interpolated,observed
Deliberate neural restructuring,Religious practice,BGD,AS_S,159685421.0,0.27,0.15274730597588163,interpolated,observed
Organization,Human transportation,BGD,AS_S,159685421.0,0.76,0.12088774203118698,interpolated,observed
Organization,Material transportation,BGD,AS_S,159685421.0,0.3,0.03921547007853634,interpolated,observed
Organization,Allocation,BGD,AS_S,159685421.0,0.55,0.10780152203266449,interpolated,observed
Experience oriented,Social,BGD,AS_S,159685421.0,1.8,0.5904755711509583,interpolated,observed
Experience oriented,Active recreation,BGD,AS_S,159685421.0,0.23,0.09868920370506551,interpolated,observed
Experience oriented,Meals,BGD,AS_S,159685421.0,1.62,0.3453722402778969,interpolated,observed
Experience oriented,Passive,BGD,AS_S,159685421.0,2.05,0.8945958239989124,interpolated,observed
Experience oriented,Interactive,BGD,AS_S,159685421.0,0.62,0.3458973341430152,interpolated,observed
Food provision,Food preparation,BGR,EU_E,7524084.0,1.25,0.0018948817372851333,observed,observed
Food provision,Food growth & collection,BGR,EU_E,7524084.0,0.57,0.001215755543867149,observed,observed
Food provision,Food processing,BGR,EU_E,7524084.0,0.12,6.974247011571738e-05,observed,observed
Nonfood provision,Materials,BGR,EU_E,7524084.0,0.04,2.390550309493219e-05,observed,observed
Nonfood provision,Energy,BGR,EU_E,7524084.0,0.06,3.921725671443877e-06,observed,observed
Technosphere modification,Infrastructure,BGR,EU_E,7524084.0,0.05,3.8349273482610197e-05,observed,observed
Technosphere modification,Buildings,BGR,EU_E,7524084.0,0.32,0.0007556136581544674,observed,observed
Technosphere modification,Artifacts,BGR,EU_E,7524084.0,0.58,0.0009723609941871147,observed,observed
Maintenance of surroundings,Inhabited environment,BGR,EU_E,7524084.0,1.35,0.0017202955868636021,observed,observed
Somatic maintenance,Sleep & bedrest,BGR,EU_E,7524084.0,9.25,0.1579108277624729,observed,observed
Maintenance of surroundings,Waste management,BGR,EU_E,7524084.0,0.01,6.440979857752946e-08,observed,observed
Somatic maintenance,Physical child care,BGR,EU_E,7524084.0,0.16,0.0002486098535739004,observed,observed
Somatic maintenance,Health care,BGR,EU_E,7524084.0,0.13,0.00017637408724975338,observed,observed
Somatic maintenance,Hygiene & grooming,BGR,EU_E,7524084.0,0.68,0.0007869924896519653,observed,observed
Deliberate neural restructuring,Schooling & research,BGR,EU_E,7524084.0,0.57,0.0006673036127940227,observed,observed
Deliberate neural restructuring,Religious practice,BGR,EU_E,7524084.0,0.08,2.9100963214861498e-05,observed,observed
Organization,Human transportation,BGR,EU_E,7524084.0,0.74,0.0017137875146627933,observed,observed
Organization,Material transportation,BGR,EU_E,7524084.0,0.38,0.0015000874616633096,observed,observed
Organization,Allocation,BGR,EU_E,7524084.0,0.96,0.00047646465291637267,observed,observed
Experience oriented,Social,BGR,EU_E,7524084.0,0.72,0.0008273274299040441,observed,observed
Experience oriented,Active recreation,BGR,EU_E,7524084.0,0.52,0.00031682867519441824,observed,observed
Experience oriented,Meals,BGR,EU_E,7524084.0,1.92,0.0073342723628602,observed,observed
Experience oriented,Passive,BGR,EU_E,7524084.0,3.07,0.012197256848342086,observed,observed
Experience oriented,Interactive,BGR,EU_E,7524084.0,0.48,0.00045868972492019193,observed,observed
Food provision,Food preparation,BHR,AS_W,1641164.0,0.88,0.19069050959337094,interpolated,interpolated
Food provision,Food growth & collection,BHR,AS_W,1641164.0,0.36,0.09358224729548373,interpolated,interpolated
Food provision,Food processing,BHR,AS_W,1641164.0,0.04,0.00705444289885008,interpolated,interpolated
Nonfood provision,Materials,BHR,AS_W,1641164.0,0.04,0.00519525260306105,interpolated,interpolated
Nonfood provision,Energy,BHR,AS_W,1641164.0,0.03,0.003383848008861201,interpolated,interpolated
Technosphere modification,Infrastructure,BHR,AS_W,1641164.0,0.04,0.03480789257722431,interpolated,interpolated
Technosphere modification,Buildings,BHR,AS_W,1641164.0,0.21,0.2060596139451479,interpolated,interpolated
Technosphere modification,Artifacts,BHR,AS_W,1641164.0,0.31,0.03324835047545143,interpolated,interpolated
Maintenance of surroundings,Inhabited environment,BHR,AS_W,1641164.0,0.86,0.19125378145423716,interpolated,interpolated
Somatic maintenance,Sleep & bedrest,BHR,AS_W,1641164.0,9.45,1.334729314175462,interpolated,interpolated
Maintenance of surroundings,Waste management,BHR,AS_W,1641164.0,0.01,6.0267119257686826e-05,interpolated,interpolated
Somatic maintenance,Physical child care,BHR,AS_W,1641164.0,0.25,0.06385532888711636,interpolated,interpolated
Somatic maintenance,Health care,BHR,AS_W,1641164.0,0.13,0.04892242375630518,interpolated,interpolated
Somatic maintenance,Hygiene & grooming,BHR,AS_W,1641164.0,0.85,0.10397778934261744,interpolated,interpolated
Deliberate neural restructuring,Schooling & research,BHR,AS_W,1641164.0,0.93,0.2872182579006988,interpolated,interpolated
Deliberate neural restructuring,Religious practice,BHR,AS_W,1641164.0,0.47,0.15518190991036002,interpolated,interpolated
Organization,Human transportation,BHR,AS_W,1641164.0,0.77,0.12261703842431514,interpolated,interpolated
Organization,Material transportation,BHR,AS_W,1641164.0,0.21,0.038063046144627924,interpolated,interpolated
Organization,Allocation,BHR,AS_W,1641164.0,0.79,0.13350862880512102,interpolated,interpolated
Experience oriented,Social,BHR,AS_W,1641164.0,1.09,0.59014856218269,interpolated,interpolated
Experience oriented,Active recreation,BHR,AS_W,1641164.0,0.49,0.09973345989848713,interpolated,interpolated
Experience oriented,Meals,BHR,AS_W,1641164.0,1.79,0.3542060233710226,interpolated,interpolated
Experience oriented,Passive,BHR,AS_W,1641164.0,3.09,0.9392992610523984,interpolated,interpolated
Experience oriented,Interactive,BHR,AS_W,1641164.0,0.9,0.34992443825333464,interpolated,interpolated
Food provision,Food preparation,BHS,AM_C,389486.0,1.15,0.24257054475414816,interpolated,interpolated
Food provision,Food growth & collection,BHS,AM_C,389486.0,0.56,0.061959676818059535,interpolated,interpolated
Food provision,Food processing,BHS,AM_C,389486.0,0.1,0.010299365304862498,interpolated,interpolated
Nonfood provision,Materials,BHS,AM_C,389486.0,0.07,0.0038429623222100777,interpolated,interpolated
Nonfood provision,Energy,BHS,AM_C,389486.0,0.04,0.004059268407518896,interpolated,interpolated
Technosphere modification,Infrastructure,BHS,AM_C,389486.0,0.07,0.0006248734138737014,interpolated,interpolated
Technosphere modification,Buildings,BHS,AM_C,389486.0,0.26,0.015961643351325917,interpolated,interpolated
Technosphere modification,Artifacts,BHS,AM_C,389486.0,0.43,0.02527779794606056,interpolated,interpolated
